work_year,ExperienceLevel,EmploymentType,JobTitle,Salary,SalaryCurrency,SalaryInUsd,EmployeeResidence,RemoteRatio,CompanyLocation,CompanySize
2023,SE,FT,46,150000,USD,150000,MX,100,MX,M
2023,SE,FT,46,90000,USD,90000,MX,100,MX,M
2023,SE,FT,26,165000,USD,165000,US,100,US,M
2023,SE,FT,26,112000,USD,112000,US,100,US,M
2023,EN,FT,24,220000,USD,220000,US,0,US,M
2023,SE,FT,13,67000,EUR,71897,DE,100,DE,M
2023,EN,FT,2,60000,EUR,64385,DE,0,DE,M
2023,SE,FT,68,204500,USD,204500,US,0,US,M
2023,SE,FT,68,142200,USD,142200,US,0,US,M
2023,SE,FT,26,1300000,INR,15806,IN,100,IN,S
2023,MI,FT,68,200000,USD,200000,US,0,US,M
2023,MI,FT,68,175000,USD,175000,US,0,US,M
2023,SE,FT,34,185900,USD,185900,US,0,US,M
2023,SE,FT,34,129300,USD,129300,US,0,US,M
2023,SE,FT,26,185900,USD,185900,US,0,US,M
2023,SE,FT,26,121700,USD,121700,US,0,US,M
2023,SE,FT,68,204500,USD,204500,US,0,US,M
2023,SE,FT,68,142200,USD,142200,US,0,US,M
2023,MI,FT,48,40000,USD,40000,FR,50,FR,L
2023,SE,FT,43,1000000,THB,29453,TH,50,TH,M
2023,SE,FT,26,180180,USD,180180,US,0,US,M
2023,SE,FT,26,106020,USD,106020,US,0,US,M
2023,SE,FT,48,136000,USD,136000,US,100,US,M
2023,SE,FT,48,104000,USD,104000,US,100,US,M
2023,SE,FT,26,125000,USD,125000,US,0,US,M
2023,SE,FT,26,110000,USD,110000,US,0,US,M
2023,SE,FT,68,153400,USD,153400,US,0,US,M
2023,SE,FT,68,122700,USD,122700,US,0,US,M
2023,EX,FT,34,310000,USD,310000,US,100,US,M
2023,EX,FT,34,239000,USD,239000,US,100,US,M
2023,SE,FT,26,152380,USD,152380,US,0,US,M
2023,SE,FT,26,121904,USD,121904,US,0,US,M
2023,SE,FT,48,185900,USD,185900,US,0,US,M
2023,SE,FT,48,129300,USD,129300,US,0,US,M
2023,SE,FT,68,247500,USD,247500,US,0,US,M
2023,SE,FT,68,172200,USD,172200,US,0,US,M
2023,SE,FT,32,168400,USD,168400,US,0,US,M
2023,SE,FT,32,105200,USD,105200,US,0,US,M
2023,SE,FT,68,128280,USD,128280,US,0,US,M
2023,SE,FT,68,106900,USD,106900,US,0,US,M
2022,SE,FT,65,192000,USD,192000,US,100,US,L
2023,MI,FT,34,140000,USD,140000,US,0,US,M
2023,MI,FT,34,100000,USD,100000,US,0,US,M
2023,SE,FT,89,100000,EUR,107309,DE,100,DE,S
2023,SE,FT,89,80000,EUR,85847,DE,100,DE,S
2023,SE,FT,68,275000,USD,275000,DE,0,DE,M
2023,SE,FT,68,174000,USD,174000,DE,0,DE,M
2023,SE,FT,34,139500,USD,139500,US,0,US,M
2023,SE,FT,34,109400,USD,109400,US,0,US,M
2023,SE,FT,68,139500,USD,139500,US,0,US,M
2023,SE,FT,68,109400,USD,109400,US,0,US,M
2023,SE,FT,26,170500,USD,170500,US,100,US,M
2023,SE,FT,26,85000,USD,85000,US,100,US,M
2023,SE,FT,38,60027,GBP,72946,GB,0,GB,M
2023,SE,FT,38,44737,GBP,54365,GB,0,GB,M
2023,EX,FT,60,131899,GBP,160288,GB,0,GB,M
2023,EX,FT,60,104891,GBP,127467,GB,0,GB,M
2023,SE,FT,34,80000,USD,80000,US,0,US,M
2023,SE,FT,34,65000,USD,65000,US,0,US,M
2023,SE,FT,34,124740,USD,124740,US,0,US,M
2023,SE,FT,34,65488,USD,65488,US,0,US,M
2023,SE,FT,42,72200,USD,72200,US,0,US,M
2023,SE,FT,42,64980,USD,64980,US,0,US,M
2023,SE,FT,34,153600,USD,153600,US,0,US,M
2023,SE,FT,34,106800,USD,106800,US,0,US,M
2023,SE,FT,26,179975,USD,179975,US,100,US,M
2023,SE,FT,26,86466,USD,86466,US,100,US,M
2023,SE,FT,34,120000,USD,120000,US,0,US,M
2023,SE,FT,34,90000,USD,90000,US,0,US,M
2023,MI,FT,62,42000,GBP,51039,GB,0,GB,M
2023,MI,FT,62,35000,GBP,42533,GB,0,GB,M
2023,SE,FT,48,149076,USD,149076,US,0,US,M
2023,SE,FT,48,82365,USD,82365,US,0,US,M
2023,SE,FT,26,169000,USD,169000,US,0,US,M
2023,SE,FT,26,110600,USD,110600,US,0,US,M
2023,SE,FT,46,175000,USD,175000,US,0,US,M
2023,SE,FT,46,120000,USD,120000,US,0,US,M
2023,SE,FT,26,230000,USD,230000,US,0,US,M
2023,SE,FT,26,180000,USD,180000,US,0,US,M
2023,SE,FT,26,153600,USD,153600,US,0,US,M
2023,SE,FT,26,106800,USD,106800,US,0,US,M
2023,SE,FT,38,140000,USD,140000,US,0,US,M
2023,SE,FT,38,120000,USD,120000,US,0,US,M
2023,SE,FT,69,205920,USD,205920,US,0,US,M
2023,SE,FT,69,171600,USD,171600,US,0,US,M
2023,SE,FT,26,165000,USD,165000,US,100,US,M
2023,SE,FT,26,125000,USD,125000,US,100,US,M
2023,SE,FT,34,265000,USD,265000,US,0,US,M
2023,SE,FT,34,185000,USD,185000,US,0,US,M
2023,MI,FT,7,130000,USD,130000,US,0,US,M
2022,EN,FT,48,168000,USD,168000,US,100,US,M
2023,MI,FT,4,36000,EUR,38631,ES,50,ES,L
2023,SE,FT,26,95000,USD,95000,US,0,US,M
2023,SE,FT,26,85500,USD,85500,US,0,US,M
2023,SE,FT,48,147100,USD,147100,US,0,US,M
2023,SE,FT,48,90700,USD,90700,US,0,US,M
2023,SE,FT,34,167580,USD,167580,US,0,US,M
2023,SE,FT,34,87980,USD,87980,US,0,US,M
2023,SE,FT,34,202000,USD,202000,US,100,US,M
2023,SE,FT,34,135000,USD,135000,US,100,US,M
2023,SE,FT,34,163800,USD,163800,US,0,US,M
2023,SE,FT,34,126000,USD,126000,US,0,US,M
2023,SE,FT,68,163800,USD,163800,US,0,US,M
2023,SE,FT,68,126000,USD,126000,US,0,US,M
2023,SE,FT,34,104000,USD,104000,US,100,US,M
2023,SE,FT,34,65000,USD,65000,US,100,US,M
2023,SE,FT,89,230000,USD,230000,US,0,US,M
2023,SE,FT,89,148000,USD,148000,US,0,US,M
2023,SE,FT,68,269000,USD,269000,CA,100,CA,M
2023,SE,FT,68,158000,USD,158000,CA,100,CA,M
2023,SE,FT,5,197000,USD,197000,US,0,US,M
2023,SE,FT,5,106000,USD,106000,US,0,US,M
2023,MI,FT,52,150000,USD,150000,US,100,US,M
2023,MI,FT,52,100000,USD,100000,US,100,US,M
2023,SE,FT,34,290000,USD,290000,US,100,US,M
2023,SE,FT,34,210000,USD,210000,US,100,US,M
2023,SE,FT,34,192000,USD,192000,US,0,US,M
2023,SE,FT,34,172800,USD,172800,US,0,US,M
2023,SE,FT,48,300240,USD,300240,US,0,US,M
2023,SE,FT,48,200160,USD,200160,US,0,US,M
2023,SE,FT,48,300240,USD,300240,US,0,US,M
2023,SE,FT,48,200160,USD,200160,US,0,US,M
2023,SE,FT,5,175000,USD,175000,US,0,US,M
2023,SE,FT,5,140000,USD,140000,US,0,US,M
2023,SE,FT,38,169000,USD,169000,US,0,US,M
2023,SE,FT,38,100000,USD,100000,US,0,US,M
2023,SE,FT,48,370000,USD,370000,US,0,US,M
2023,SE,FT,48,245000,USD,245000,US,0,US,M
2023,MI,FT,34,95000,GBP,115447,GB,100,GB,L
2023,SE,FT,26,110000,USD,110000,US,100,US,S
2023,SE,FT,26,80000,USD,80000,US,100,US,S
2023,EN,FT,26,55000,USD,55000,US,0,US,M
2023,EN,FT,26,48000,USD,48000,US,0,US,M
2023,SE,FT,26,95000,USD,95000,US,0,US,M
2023,SE,FT,26,85000,USD,85000,US,0,US,M
2023,SE,FT,34,137500,USD,137500,US,100,US,M
2023,SE,FT,34,81500,USD,81500,US,100,US,M
2023,SE,FT,68,323300,USD,323300,US,0,US,M
2023,SE,FT,68,184700,USD,184700,US,0,US,M
2021,MI,FT,4,30000,USD,30000,GH,0,GH,S
2023,SE,FT,68,186000,USD,186000,US,100,US,M
2023,SE,FT,68,153088,USD,153088,US,100,US,M
2023,MI,FT,35,190000,USD,190000,US,100,US,M
2023,MI,FT,35,160000,USD,160000,US,100,US,M
2023,SE,FT,68,200000,USD,200000,US,100,US,M
2023,SE,FT,68,150000,USD,150000,US,100,US,M
2023,MI,FT,35,190000,USD,190000,US,0,US,M
2023,MI,FT,35,183310,USD,183310,US,0,US,M
2023,SE,FT,68,240000,USD,240000,US,100,US,M
2023,SE,FT,68,180000,USD,180000,US,100,US,M
2023,SE,FT,68,200000,USD,200000,US,100,US,M
2023,SE,FT,68,150000,USD,150000,US,100,US,M
2023,SE,FT,46,299500,USD,299500,US,0,US,M
2023,SE,FT,46,245100,USD,245100,US,0,US,M
2023,SE,FT,34,144000,USD,144000,US,100,US,M
2023,SE,FT,34,66000,USD,66000,US,100,US,M
2023,MI,FT,68,148500,USD,148500,US,0,US,M
2023,MI,FT,68,126277,USD,126277,US,0,US,M
2023,SE,FT,32,228000,USD,228000,US,0,US,M
2023,SE,FT,32,120000,USD,120000,US,0,US,M
2023,SE,FT,74,180000,USD,180000,US,0,US,M
2023,SE,FT,74,90000,USD,90000,US,0,US,M
2023,SE,FT,48,126500,USD,126500,US,0,US,M
2023,SE,FT,48,78000,USD,78000,US,0,US,M
2023,SE,FT,34,180000,USD,180000,US,0,US,M
2023,SE,FT,34,160000,USD,160000,US,0,US,M
2023,SE,FT,74,272000,USD,272000,US,0,US,M
2023,SE,FT,74,170000,USD,170000,US,0,US,M
2023,MI,FT,26,80000,USD,80000,US,0,US,M
2023,MI,FT,26,60000,USD,60000,US,0,US,M
2023,SE,FT,34,259000,USD,259000,US,100,US,M
2023,SE,FT,34,146000,USD,146000,US,100,US,M
2023,SE,FT,34,200000,USD,200000,US,0,US,M
2023,SE,FT,34,160000,USD,160000,US,0,US,M
2023,EX,FT,34,310000,USD,310000,US,100,US,M
2023,EX,FT,34,239000,USD,239000,US,100,US,M
2023,SE,FT,26,142000,USD,142000,US,100,US,M
2023,SE,FT,26,95000,USD,95000,US,100,US,M
2023,SE,FT,48,155000,USD,155000,US,0,US,M
2023,SE,FT,48,139500,USD,139500,US,0,US,M
2023,MI,FT,34,140000,USD,140000,US,100,US,M
2023,MI,FT,34,120000,USD,120000,US,100,US,M
2023,SE,FT,34,259000,USD,259000,US,100,US,M
2023,SE,FT,34,146000,USD,146000,US,100,US,M
2023,MI,FT,26,90000,GBP,109371,HR,0,HR,M
2023,MI,FT,26,60000,GBP,72914,HR,0,HR,M
2023,EN,PT,26,78000,PLN,17779,PL,100,IN,L
2023,EN,FT,48,101400,BRL,19522,BR,100,BR,L
2023,SE,FT,45,247500,USD,247500,US,0,US,M
2023,SE,FT,45,172200,USD,172200,US,0,US,M
2023,SE,FT,48,225000,USD,225000,US,0,US,M
2023,SE,FT,48,156400,USD,156400,US,0,US,M
2023,SE,FT,34,139500,USD,139500,US,0,US,M
2023,SE,FT,34,109400,USD,109400,US,0,US,M
2023,MI,FT,34,125000,USD,125000,US,0,US,M
2023,MI,FT,34,90000,USD,90000,US,0,US,M
2023,SE,FT,69,100000,EUR,107309,FR,100,FR,M
2023,SE,FT,69,70000,EUR,75116,FR,100,FR,M
2023,SE,FT,48,185900,USD,185900,US,0,US,M
2023,SE,FT,48,129300,USD,129300,US,0,US,M
2023,SE,FT,68,139500,USD,139500,US,0,US,M
2023,SE,FT,68,109400,USD,109400,US,0,US,M
2023,SE,FT,26,120000,USD,120000,US,100,US,M
2023,SE,FT,26,75000,USD,75000,US,100,US,M
2023,SE,FT,26,169000,USD,169000,US,0,US,M
2023,SE,FT,26,110600,USD,110600,US,0,US,M
2023,SE,FT,68,288000,USD,288000,US,100,US,M
2023,SE,FT,68,140000,USD,140000,US,100,US,M
2023,SE,FT,68,288000,USD,288000,US,100,US,M
2023,SE,FT,68,140000,USD,140000,US,100,US,M
2023,MI,FT,34,120000,USD,120000,US,0,US,M
2023,MI,FT,34,90000,USD,90000,US,0,US,M
2023,MI,FT,45,60000,GBP,72914,GB,0,GB,M
2023,MI,FT,45,50000,GBP,60761,GB,0,GB,M
2023,SE,FT,48,215050,USD,215050,US,100,US,M
2023,SE,FT,48,156400,USD,156400,US,100,US,M
2023,SE,FT,32,198000,USD,198000,US,100,US,M
2023,SE,FT,32,114000,USD,114000,US,100,US,M
2023,EN,FT,26,75000,USD,75000,US,100,US,M
2023,EN,FT,26,60000,USD,60000,US,100,US,M
2023,SE,FT,68,204500,USD,204500,US,0,US,M
2023,SE,FT,68,142200,USD,142200,US,0,US,M
2023,SE,FT,48,209300,USD,209300,US,100,US,M
2023,SE,FT,48,182200,USD,182200,US,100,US,M
2023,SE,FT,38,140000,USD,140000,US,0,US,M
2023,SE,FT,38,120000,USD,120000,US,0,US,M
2022,EN,FT,48,85000,USD,85000,US,0,US,M
2023,MI,FT,68,40000,GBP,48609,GB,100,GB,M
2023,EN,FT,89,120000,USD,120000,GB,100,GB,M
2023,EN,FT,89,60000,USD,60000,GB,100,GB,M
2023,SE,FT,68,147100,USD,147100,US,0,US,M
2023,SE,FT,68,90700,USD,90700,US,0,US,M
2023,SE,FT,34,230000,USD,230000,US,0,US,M
2023,SE,FT,34,170000,USD,170000,US,0,US,M
2023,SE,FT,26,227000,USD,227000,US,0,US,M
2023,SE,FT,26,108000,USD,108000,US,0,US,M
2023,SE,FT,34,180000,USD,180000,US,100,US,M
2023,SE,FT,34,160000,USD,160000,US,100,US,M
2023,SE,FT,32,180000,USD,180000,US,100,US,M
2023,SE,FT,32,160000,USD,160000,US,100,US,M
2023,SE,FT,34,180000,USD,180000,US,0,US,M
2023,SE,FT,34,130000,USD,130000,US,0,US,M
2023,SE,FT,26,52000,EUR,55800,ES,100,ES,M
2023,SE,FT,26,48000,EUR,51508,ES,100,ES,M
2023,EN,FT,26,60000,USD,60000,US,100,US,L
2023,EN,FT,26,50000,USD,50000,KW,50,US,L
2023,SE,FT,34,226700,USD,226700,US,0,US,M
2023,SE,FT,34,133300,USD,133300,US,0,US,M
2023,SE,FT,34,252000,USD,252000,US,0,US,M
2023,SE,FT,34,129000,USD,129000,US,0,US,M
2023,SE,FT,16,124999,GBP,151902,GB,100,GB,L
2023,EN,FT,48,800000,INR,9727,IN,0,IN,L
2023,SE,FT,26,80000,USD,80000,US,0,US,M
2023,SE,FT,26,52500,USD,52500,US,0,US,M
2023,SE,FT,34,250000,USD,250000,US,100,US,M
2023,SE,FT,34,162500,USD,162500,US,100,US,M
2023,EN,FT,26,85000,USD,85000,US,100,US,M
2023,EN,FT,26,75000,USD,75000,US,100,US,M
2023,SE,FT,26,153600,USD,153600,US,0,US,M
2023,SE,FT,26,106800,USD,106800,US,0,US,M
2023,MI,FT,26,165000,USD,165000,US,0,US,M
2023,MI,FT,26,124000,USD,124000,US,0,US,M
2023,SE,FT,26,115934,USD,115934,US,100,US,M
2023,SE,FT,26,81666,USD,81666,US,100,US,M
2023,SE,FT,34,167580,USD,167580,US,0,US,M
2023,SE,FT,34,87980,USD,87980,US,0,US,M
2023,SE,FT,34,250000,USD,250000,US,100,US,M
2023,SE,FT,34,63000,USD,63000,US,100,US,M
2023,SE,FT,90,253750,USD,253750,ES,0,ES,M
2023,SE,FT,90,169200,USD,169200,ES,0,ES,M
2023,SE,FT,90,253750,USD,253750,ES,0,ES,M
2023,SE,FT,90,169200,USD,169200,ES,0,ES,M
2023,MI,FT,48,170000,USD,170000,US,0,US,M
2023,MI,FT,48,120000,USD,120000,US,0,US,M
2023,SE,FT,34,124740,USD,124740,US,0,US,M
2023,SE,FT,34,65488,USD,65488,US,0,US,M
2023,SE,FT,34,213580,USD,213580,US,100,US,M
2023,SE,FT,34,163625,USD,163625,US,100,US,M
2023,EN,FT,34,12000,USD,12000,VN,0,VN,L
2022,SE,FT,74,375000,USD,375000,US,100,US,M
2023,SE,FT,34,95000,EUR,101943,IE,100,IE,M
2023,MI,FT,87,1350000,INR,16414,IN,100,IN,L
2023,SE,FT,68,220000,USD,220000,US,0,US,M
2023,SE,FT,68,170000,USD,170000,US,0,US,M
2023,EX,FT,34,235000,USD,235000,US,0,US,M
2023,EX,FT,34,210000,USD,210000,US,0,US,M
2023,SE,FT,32,180000,USD,180000,US,100,US,M
2023,SE,FT,32,115000,USD,115000,US,100,US,M
2023,SE,FT,32,200000,USD,200000,US,100,US,M
2023,SE,FT,32,115000,USD,115000,US,100,US,M
2023,SE,FT,46,231250,USD,231250,US,100,US,M
2023,SE,FT,46,138750,USD,138750,US,100,US,M
2023,SE,FT,68,284310,USD,284310,US,0,US,M
2023,SE,FT,68,153090,USD,153090,US,0,US,M
2023,SE,FT,34,160000,USD,160000,US,100,US,M
2023,SE,FT,34,75000,USD,75000,US,100,US,M
2023,MI,FT,26,125000,USD,125000,US,0,US,M
2023,MI,FT,26,105000,USD,105000,US,0,US,M
2023,MI,FT,26,90000,GBP,109371,GB,0,GB,M
2023,MI,FT,26,70000,GBP,85066,GB,0,GB,M
2023,EN,FT,26,55000,USD,55000,US,0,US,M
2023,EN,FT,26,48000,USD,48000,US,0,US,M
2023,EN,FT,26,100000,USD,100000,US,50,US,M
2023,SE,FT,45,225900,USD,225900,US,0,US,M
2023,SE,FT,45,156400,USD,156400,US,0,US,M
2023,SE,FT,34,250000,USD,250000,US,100,US,M
2023,SE,FT,34,162500,USD,162500,US,100,US,M
2023,SE,FT,68,318300,USD,318300,US,100,US,M
2023,SE,FT,68,188800,USD,188800,US,100,US,M
2023,SE,FT,26,385000,USD,385000,US,0,US,M
2023,SE,FT,26,60000,USD,60000,US,0,US,M
2023,MI,FT,26,110000,USD,110000,US,100,US,M
2023,MI,FT,26,95000,USD,95000,US,100,US,M
2023,SE,FT,48,145000,USD,145000,US,100,US,M
2023,SE,FT,48,135000,USD,135000,US,100,US,M
2023,SE,FT,26,180180,USD,180180,US,0,US,M
2023,SE,FT,26,106020,USD,106020,US,0,US,M
2023,SE,FT,26,93919,USD,93919,US,100,US,M
2023,SE,FT,26,51962,USD,51962,US,100,US,M
2023,SE,FT,34,241871,USD,241871,US,0,US,M
2023,SE,FT,34,133832,USD,133832,US,0,US,M
2023,SE,FT,48,170000,USD,170000,US,100,US,M
2023,SE,FT,48,90000,USD,90000,US,100,US,M
2023,EX,FT,34,210914,USD,210914,US,100,US,M
2023,EX,FT,34,116704,USD,116704,US,100,US,M
2023,SE,FT,26,192500,USD,192500,US,100,US,M
2023,SE,FT,26,140000,USD,140000,US,100,US,M
2023,SE,FT,48,149076,USD,149076,US,0,US,M
2023,SE,FT,48,82365,USD,82365,US,0,US,M
2023,MI,FT,68,36000,USD,36000,MX,100,MX,S
2023,SE,FT,48,175000,USD,175000,US,0,US,M
2023,SE,FT,48,148750,USD,148750,US,0,US,M
2023,SE,FT,90,370000,USD,370000,US,0,US,M
2023,SE,FT,90,200000,USD,200000,US,0,US,M
2023,SE,FT,48,235000,USD,235000,US,100,US,M
2023,SE,FT,48,185000,USD,185000,US,100,US,M
2023,MI,FT,68,100000,GBP,121523,GB,0,GB,M
2023,MI,FT,68,80000,GBP,97218,GB,0,GB,M
2023,SE,FT,48,216100,USD,216100,US,0,US,M
2023,SE,FT,48,140800,USD,140800,US,0,US,M
2023,MI,FT,68,120000,GBP,145828,GB,0,GB,M
2023,MI,FT,68,100000,GBP,121523,GB,0,GB,M
2023,SE,FT,25,50000,EUR,53654,NL,100,CA,L
2023,EN,FT,48,110000,USD,110000,US,50,US,S
2023,SE,FT,34,128000,USD,128000,US,0,US,M
2023,SE,FT,34,81500,USD,81500,US,0,US,M
2023,MI,FT,34,55000,GBP,66837,GB,100,GB,M
2023,MI,FT,34,52000,GBP,63192,GB,100,GB,M
2023,MI,FT,26,50000,GBP,60761,GB,0,GB,M
2023,MI,FT,26,45000,GBP,54685,GB,0,GB,M
2023,EX,FT,34,284000,USD,284000,US,100,US,M
2023,EX,FT,34,236000,USD,236000,US,100,US,M
2023,SE,FT,90,248100,USD,248100,CA,0,CA,M
2023,SE,FT,90,145900,USD,145900,CA,0,CA,M
2023,SE,FT,89,155850,USD,155850,US,0,US,M
2023,SE,FT,89,102544,USD,102544,US,0,US,M
2023,MI,FT,48,151410,USD,151410,US,100,US,M
2023,MI,FT,48,115360,USD,115360,US,100,US,M
2023,MI,FT,34,62000,EUR,66531,ES,100,ES,M
2023,MI,FT,34,55000,EUR,59020,ES,100,ES,M
2023,SE,FT,54,170000,CAD,125686,CA,50,CA,M
2023,SE,FT,11,100000,USD,100000,NL,50,NL,L
2023,EN,FT,48,1050000,INR,12767,IN,50,IN,L
2023,SE,FT,48,250000,USD,250000,US,0,US,M
2023,SE,FT,48,162500,USD,162500,US,0,US,M
2023,SE,FT,48,185000,USD,185000,GB,0,GB,M
2023,SE,FT,48,120250,USD,120250,GB,0,GB,M
2023,EN,FT,34,25000,EUR,26827,DE,100,DE,L
2022,EN,FT,48,180000,USD,180000,US,100,US,M
2023,MI,FT,90,85000,USD,85000,US,0,US,M
2023,MI,FT,90,70000,USD,70000,US,0,US,M
2023,SE,FT,15,135000,USD,135000,US,100,US,M
2023,SE,FT,15,100000,USD,100000,US,100,US,M
2023,EX,FT,30,155000,USD,155000,US,0,US,M
2023,EX,FT,30,140000,USD,140000,US,0,US,M
2023,SE,FT,68,204500,USD,204500,US,0,US,M
2023,SE,FT,68,142200,USD,142200,US,0,US,M
2023,SE,FT,34,226700,USD,226700,US,0,US,M
2023,SE,FT,34,133300,USD,133300,US,0,US,M
2023,SE,FT,48,225000,USD,225000,US,100,US,M
2023,SE,FT,48,156400,USD,156400,US,100,US,M
2023,SE,FT,34,163800,USD,163800,US,0,US,M
2023,SE,FT,34,126000,USD,126000,US,0,US,M
2023,SE,FT,68,163800,USD,163800,US,0,US,M
2023,SE,FT,68,126000,USD,126000,US,0,US,M
2023,SE,FT,78,220000,USD,220000,US,0,US,M
2023,SE,FT,78,150000,USD,150000,US,0,US,M
2023,SE,FT,34,145000,USD,145000,US,0,US,M
2023,SE,FT,34,115000,USD,115000,US,0,US,M
2023,SE,FT,30,204500,USD,204500,US,0,US,M
2023,SE,FT,30,138900,USD,138900,US,0,US,M
2023,MI,FT,34,162500,USD,162500,US,0,US,M
2023,MI,FT,34,130000,USD,130000,US,0,US,M
2023,SE,FT,34,150000,USD,150000,US,100,US,M
2023,SE,FT,34,107000,USD,107000,US,100,US,M
2023,EX,FT,34,175000,USD,175000,US,0,US,M
2023,EX,FT,34,110000,USD,110000,US,0,US,M
2023,SE,FT,34,226700,USD,226700,US,0,US,M
2023,SE,FT,34,133300,USD,133300,US,0,US,M
2023,SE,FT,34,252000,USD,252000,US,0,US,M
2023,SE,FT,34,129000,USD,129000,US,0,US,M
2023,SE,FT,68,150000,USD,150000,US,0,US,M
2023,SE,FT,68,125000,USD,125000,US,0,US,M
2023,SE,FT,34,252000,USD,252000,US,0,US,M
2023,SE,FT,34,129000,USD,129000,US,0,US,M
2023,SE,FT,48,225000,USD,225000,US,0,US,M
2023,SE,FT,48,156400,USD,156400,US,0,US,M
2022,MI,FT,90,23000,USD,23000,IN,100,IN,L
2023,MI,FT,68,110000,USD,110000,US,100,US,L
2023,SE,FT,34,265000,USD,265000,US,100,US,M
2023,SE,FT,34,182750,USD,182750,US,100,US,M
2023,MI,FT,26,130000,USD,130000,US,0,US,M
2023,MI,FT,26,100000,USD,100000,US,0,US,M
2023,SE,FT,26,153600,USD,153600,US,0,US,M
2023,SE,FT,26,106800,USD,106800,US,0,US,M
2023,SE,FT,34,137500,USD,137500,US,0,US,M
2023,SE,FT,34,81500,USD,81500,US,0,US,M
2023,EX,FT,60,314100,USD,314100,US,0,US,M
2023,EX,FT,60,195800,USD,195800,US,0,US,M
2023,SE,FT,9,205000,USD,205000,US,0,US,M
2023,SE,FT,9,180000,USD,180000,US,0,US,M
2023,SE,FT,48,165000,USD,165000,US,100,US,M
2023,SE,FT,48,144000,USD,144000,US,100,US,M
2023,EN,FT,15,160000,USD,160000,US,0,US,M
2023,EN,FT,15,100000,USD,100000,US,0,US,M
2023,EX,FT,34,200000,USD,200000,US,0,US,M
2023,EX,FT,34,145000,USD,145000,US,0,US,M
2023,MI,FT,26,150000,USD,150000,US,0,US,M
2023,MI,FT,26,100000,USD,100000,US,0,US,M
2023,SE,FT,38,199000,USD,199000,US,0,US,M
2023,SE,FT,38,112000,USD,112000,US,0,US,M
2023,SE,FT,48,105000,USD,105000,US,0,US,M
2023,SE,FT,48,70000,USD,70000,US,0,US,M
2023,EN,FT,17,130000,USD,130000,SE,100,SE,S
2023,SE,FT,26,180180,USD,180180,US,0,US,M
2023,SE,FT,26,106020,USD,106020,US,0,US,M
2023,EN,FT,34,160000,USD,160000,US,0,US,M
2023,EN,FT,34,135000,USD,135000,US,0,US,M
2023,SE,FT,48,183000,USD,183000,US,0,US,M
2023,SE,FT,48,134000,USD,134000,US,0,US,M
2023,SE,FT,68,220000,USD,220000,US,0,US,M
2023,SE,FT,68,150000,USD,150000,US,0,US,M
2023,SE,FT,9,350000,USD,350000,US,0,US,L
2023,SE,FT,9,262500,USD,262500,US,0,US,L
2023,SE,FT,26,122000,USD,122000,US,0,US,M
2023,SE,FT,26,94000,USD,94000,US,0,US,M
2023,SE,FT,68,276000,USD,276000,US,0,US,M
2023,SE,FT,68,184000,USD,184000,US,0,US,M
2023,EX,FT,34,310000,USD,310000,US,100,US,M
2023,EX,FT,34,239000,USD,239000,US,100,US,M
2023,SE,FT,48,225000,USD,225000,US,100,US,M
2023,SE,FT,48,156400,USD,156400,US,100,US,M
2023,MI,FT,68,180000,USD,180000,US,100,US,M
2023,MI,FT,68,150000,USD,150000,US,100,US,M
2023,SE,FT,48,228000,USD,228000,US,0,US,M
2023,SE,FT,48,152000,USD,152000,US,0,US,M
2023,SE,FT,48,209450,USD,209450,US,100,US,M
2023,SE,FT,48,158677,USD,158677,US,100,US,M
2023,SE,FT,26,175000,USD,175000,US,0,US,M
2023,SE,FT,26,145000,USD,145000,US,0,US,M
2023,SE,FT,34,240000,USD,240000,US,0,US,M
2023,SE,FT,34,170000,USD,170000,US,0,US,M
2023,MI,FT,26,103200,USD,103200,US,0,US,M
2023,MI,FT,26,61200,USD,61200,US,0,US,M
2022,MI,FT,48,155000,USD,155000,US,100,US,L
2021,EN,FT,77,90000,SGD,66970,SG,50,SG,L
2023,SE,FT,48,59000,EUR,63312,CY,50,EE,L
2023,SE,FT,48,237000,USD,237000,US,100,US,M
2023,SE,FT,48,145000,USD,145000,US,100,US,M
2023,SE,FT,48,240000,USD,240000,US,100,US,M
2023,SE,FT,48,139000,USD,139000,US,100,US,M
2023,SE,FT,32,174500,USD,174500,US,0,US,M
2023,SE,FT,32,113000,USD,113000,US,0,US,M
2023,SE,FT,26,130000,USD,130000,US,100,US,M
2023,SE,FT,26,87000,USD,87000,US,100,US,M
2023,SE,FT,26,160000,USD,160000,US,100,US,M
2023,SE,FT,26,108000,USD,108000,US,100,US,M
2023,SE,FT,34,165000,USD,165000,US,100,US,M
2023,SE,FT,34,107250,USD,107250,US,100,US,M
2023,SE,FT,34,300000,USD,300000,US,0,US,M
2023,SE,FT,34,119000,USD,119000,US,0,US,M
2023,SE,FT,48,285800,USD,285800,US,100,US,M
2023,SE,FT,48,154600,USD,154600,US,100,US,M
2023,MI,FT,60,5000000,INR,60795,IN,50,IN,L
2023,EN,FT,26,30000,USD,30000,AR,100,US,S
2023,MI,FT,46,220000,USD,220000,US,0,US,M
2023,MI,FT,46,195000,USD,195000,US,0,US,M
2023,SE,FT,38,168400,USD,168400,US,0,US,M
2023,SE,FT,38,105200,USD,105200,US,0,US,M
2023,MI,FT,26,206000,USD,206000,US,0,US,M
